# query 1
1 qid:1 1:3.7347105 2:0.172228270196 3:0.172228270196 4:0
1 qid:1 1:3.7347105 2:0.180813090801 3:0.180813090801 4:1
1 qid:1 1:3.7347105 2:0.324806095331 3:0.324806095331 4:1
1 qid:1 1:3.7347105 2:0.413908435916 3:0.413908435916 4:2
1 qid:1 1:3.7347105 2:0.272177730977 3:0.272177730977 4:0
1 qid:1 1:3.7347105 2:0.332393305922 3:0.332393305922 4:1
1 qid:1 1:3.7347105 2:0.194135331 3:0.194135331 4:0
1 qid:1 1:3.7347105 2:0.419653080654 3:0.419653080654 4:0
1 qid:1 1:3.7347105 2:0.272909289322 3:0.272909289322 4:0
1 qid:1 1:3.7347105 2:0.15924123942 3:0.15924123942 4:1
1 qid:1 1:3.7347105 2:0.305320577045 3:0.305320577045 4:0
1 qid:1 1:3.7347105 2:0.216686488856 3:0.216686488856 4:1
1 qid:1 1:3.7347105 2:0.283058131909 3:0.283058131909 4:0
1 qid:1 1:3.7347105 2:-0.0258426959922 3:-0.0258426959922 4:0
1 qid:1 1:3.7347105 2:-0.00380861113416 3:-0.00380861113416 4:0
1 qid:1 1:3.7347105 2:0.231480677972 3:0.231480677972 4:1
1 qid:1 1:3.7347105 2:0.0154487923152 3:0.0154487923152 4:1
1 qid:1 1:3.7347105 2:0.0257094389473 3:0.0257094389473 4:0
1 qid:1 1:3.7347105 2:0.105233241945 3:0.105233241945 4:0
1 qid:1 1:3.7347105 2:0.0860263543911 3:0.0860263543911 4:0
1 qid:1 1:3.7347105 2:0.165937426997 3:0.165937426997 4:0
1 qid:1 1:3.7347105 2:0.0393253458725 3:0.0393253458725 4:0
1 qid:1 1:3.7347105 2:0.133317332624 3:0.133317332624 4:0
1 qid:1 1:3.7347105 2:0.107063358027 3:0.107063358027 4:0
1 qid:1 1:3.7347105 2:0.0691060583629 3:0.0691060583629 4:1
2 qid:1 1:3.7347105 2:0.382253188044 3:0.382253188044 4:1
2 qid:1 1:3.7347105 2:0.436135334773 3:0.436135334773 4:1
2 qid:1 1:3.7347105 2:0.28378399355 3:0.28378399355 4:0
3 qid:1 1:3.7347105 2:0.24949766273 3:0.24949766273 4:0
# query 2
1 qid:2 1:4.7849703 2:0.152636058544 3:0.152636058544 4:1
1 qid:2 1:4.7849703 2:0.317513450967 3:0.317513450967 4:1
1 qid:2 1:4.7849703 2:0.317513450967 3:0.317513450967 4:1
1 qid:2 1:4.7849703 2:0.0467967346811 3:0.0467967346811 4:1
1 qid:2 1:4.7849703 2:0.0604127150625 3:0.0604127150625 4:1
1 qid:2 1:4.7849703 2:0.318383689763 3:0.318383689763 4:1
1 qid:2 1:4.7849703 2:0.0735392018614 3:0.0735392018614 4:1
1 qid:2 1:4.7849703 2:0.317513450967 3:0.317513450967 4:1
1 qid:2 1:4.7849703 2:-0.0236841104435 3:-0.0236841104435 4:1
1 qid:2 1:4.7849703 2:0.0613223596203 3:0.0613223596203 4:1
1 qid:2 1:4.7849703 2:0.111249446562 3:0.111249446562 4:0
1 qid:2 1:4.7849703 2:0.0665697113158 3:0.0665697113158 4:1
2 qid:2 1:4.7849703 2:0.0226272861428 3:0.0226272861428 4:1
2 qid:2 1:4.7849703 2:0.171066387538 3:0.171066387538 4:2
2 qid:2 1:4.7849703 2:0.0280868887956 3:0.0280868887956 4:1
2 qid:2 1:4.7849703 2:0.315683711862 3:0.315683711862 4:1
2 qid:2 1:4.7849703 2:0.190071939541 3:0.190071939541 4:1
2 qid:2 1:4.7849703 2:0.0607957487305 3:0.0607957487305 4:1
2 qid:2 1:4.7849703 2:-0.00647691362104 3:-0.00647691362104 4:1
2 qid:2 1:4.7849703 2:0.0598772454686 3:0.0598772454686 4:1
3 qid:2 1:4.7849703 2:0.235979264506 3:0.235979264506 4:2
3 qid:2 1:4.7849703 2:0.047856498122 3:0.047856498122 4:1
3 qid:2 1:4.7849703 2:0.0708132935908 3:0.0708132935908 4:1
3 qid:2 1:4.7849703 2:0.0978041060855 3:0.0978041060855 4:1
3 qid:2 1:4.7849703 2:0.0501611447859 3:0.0501611447859 4:1
3 qid:2 1:4.7849703 2:0.0164209975083 3:0.0164209975083 4:1
3 qid:2 1:4.7849703 2:0.195692026992 3:0.195692026992 4:2
3 qid:2 1:4.7849703 2:0.107240668187 3:0.107240668187 4:1
# query 3
1 qid:3 1:5.0872307 2:0.496967544234 3:0.496967544234 4:2
1 qid:3 1:5.0872307 2:0.496967544234 3:0.496967544234 4:2
1 qid:3 1:5.0872307 2:0.496967544234 3:0.496967544234 4:2
1 qid:3 1:5.0872307 2:0.254703523025 3:0.254703523025 4:3
1 qid:3 1:5.0872307 2:0.361293792097 3:0.361293792097 4:3
1 qid:3 1:5.0872307 2:0.371717231257 3:0.371717231257 4:3
1 qid:3 1:5.0872307 2:0.325836865693 3:0.325836865693 4:1
1 qid:3 1:5.0872307 2:0.371488845575 3:0.371488845575 4:1
1 qid:3 1:5.0872307 2:0.340066848058 3:0.340066848058 4:1
1 qid:3 1:5.0872307 2:0.340066848058 3:0.340066848058 4:1
1 qid:3 1:5.0872307 2:0.206624259373 3:0.206624259373 4:1
1 qid:3 1:5.0872307 2:0.171034864958 3:0.171034864958 4:1
1 qid:3 1:5.0872307 2:0.0217825213506 3:0.0217825213506 4:0
1 qid:3 1:5.0872307 2:0.0321144098894 3:0.0321144098894 4:0
1 qid:3 1:5.0872307 2:0.0310500787184 3:0.0310500787184 4:0
2 qid:3 1:5.0872307 2:0.262057451194 3:0.262057451194 4:2
2 qid:3 1:5.0872307 2:0.313823406826 3:0.313823406826 4:2
2 qid:3 1:5.0872307 2:0.250531454462 3:0.250531454462 4:2
2 qid:3 1:5.0872307 2:0.412429864238 3:0.412429864238 4:0
3 qid:3 1:5.0872307 2:0.201823110486 3:0.201823110486 4:3
3 qid:3 1:5.0872307 2:0.269705138855 3:0.269705138855 4:2
